,MovieID,Title,Genres,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
444,448,Fearless (1993),Drama,False,/plasFzMpr2cLsWePxISvqtZe104.jpg,,20000000.0,"[{'id': 18, 'name': 'Drama'}]",,10443.0,tt0106881,['US'],en,Fearless,"After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is wracked with grief and guilt since her baby died in the crash which she and Max survived.",21.432,/yiCAa85nJJDFiq0LmZ2Fgvu4RgY.jpg,"[{'id': 705, 'logo_path': None, 'name': 'Spring Creek Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-10-15,7000000.0,122.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Some people are afraid of nothing.,Fearless,False,6.9,308.0
445,449,Fear of a Black Hat (1993),Comedy,False,/5ezE1ThLm4zLUX9VbXFXlXFePwt.jpg,,1000000.0,"[{'id': 35, 'name': 'Comedy'}]",,20239.0,tt0106880,"['GB', 'US']",en,Fear of a Black Hat,"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def & Tasty Taste performing as N.W.H.",13.166,/jiJp7B74GBKJK8yCqLjMaFu24nJ.jpg,"[{'id': 798, 'logo_path': '/nQgX1MOLySgug7FDONdIkht3xob.png', 'name': 'Samuel Goldwyn Company', 'origin_country': 'US'}, {'id': 1155, 'logo_path': '/rKTzFu5woCo8k0u9ML7mWeLY541.png', 'name': 'ITC Entertainment', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-03,233824.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The First Drive-By Comedy,Fear of a Black Hat,False,5.976,41.0
446,450,With Honors (1994),Comedy|Drama,False,/zCiE7phUu14ZIiLbYU1dHH7iewj.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,16297.0,tt0111732,['US'],en,With Honors,"Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.",11.268,/iMcSUbMT13Rb8fmhwvanVAMwRW.jpg,"[{'id': 705, 'logo_path': None, 'name': 'Spring Creek Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-04-29,20016254.0,103.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"If you want a degree go to Harvard, If you want an education go to Simon Wilder.",With Honors,False,6.8,202.0
447,451,Flesh and Bone (1993),Drama|Mystery|Romance,False,/ppS6Ve3zRGnmFQAKKazdDpU76AT.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,18551.0,tt0106926,['US'],en,Flesh and Bone,"Haunted by memories of his father murdering a family, Arlis Sweeney prefers to keep to himself, focusing his energy on his work. One day, the traumatic past that eats away at him returns when he meets Kay Davies, a woman connected to the bloody event. Against all odds, Arlis and Kay fall in love; however, when his father, Roy, reappears in his life -- with the coldhearted Ginnie in tow -- Arlis must deal with his past demons.",11.575,/gNaZSODlVRiQltGWjS8vQZEYJTq.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 705, 'logo_path': None, 'name': 'Spring Creek Pictures', 'origin_country': 'US'}, {'id': 19534, 'logo_path': None, 'name': 'Mirage', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-05,9709451.0,126.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Evil is patient.,Flesh and Bone,False,6.0,88.0
448,452,Widows' Peak (1994),Drama,False,/a1FpItDtzTDBGBEy2MWYRyc8DDk.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",,25440.0,tt0111712,"['IE', 'GB']",en,Widows' Peak,Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader,4.032,/xXyVUwvJesJJChzpvn7xj5cAOfm.jpg,[],"[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-04-15,0.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Widows' Peak,False,6.2,18.0
449,453,For Love or Money (1993),Comedy,False,/jheoT7wkWeWrhVTquAZIwulvBy6.jpg,,30000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,9024.0,tt0106941,['US'],en,For Love or Money,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",15.767,/6qjr1LWkoJQJ1HXwYJj0edPk9EW.jpg,"[{'id': 23, 'logo_path': '/bJOFo2ufq7iFC1F4qZm8aLxF5aS.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-10-01,11146270.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He thought there was nothing as seductive as money. He was wrong.,For Love or Money,False,6.2,343.0
450,454,"Firm, The (1993)",Drama|Thriller,False,/rB4oTSg3PkH828b3hwn231brzwh.jpg,,42000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,37233.0,tt0106918,['US'],en,The Firm,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",24.032,/kFexXCzidkm4LwlgZqxsJsDQB5v.jpg,"[{'id': 932, 'logo_path': None, 'name': 'Mirage Enterprises', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 1302, 'logo_path': '/zC3b70ixHh89qJIikLQPEvLqbPM.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-06-30,270248367.0,154.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Power can be murder to resist.,The Firm,False,6.7,1978.0
451,455,Free Willy (1993),Adventure|Children's|Drama,False,/z2oqTYqFZys9YkAseiUd18Gqqto.jpg,"{'id': 9328, 'name': 'Free Willy Collection', 'poster_path': '/j7KmO3WHi33kIrihI4xASYHPOMV.jpg', 'backdrop_path': '/jiqnYb2NQyytVBuXiOk5sFefqr5.jpg'}",20000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,1634.0,tt0106965,['US'],en,Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",22.773,/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg,"[{'id': 5739, 'logo_path': None, 'name': 'Donner/Shuler-Donner Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-07-16,153698625.0,112.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,How far would you go for a friend?,Free Willy,False,6.2,1791.0
452,456,Fresh (1994),Drama,False,/rg0E4KETgFagjmoaucTnYDeWNVk.jpg,,3500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,13815.0,tt0109842,['US'],en,Fresh,"Death and violence anger twelve year old drug courier Fresh, who sets his employers against each other.",18.201,/uXRIIUzjDZZdWR2cUzPJ9eAqaHv.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-15,8094616.0,114.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"In a world where criminals make the rules, an innocent boy is out to beat them at their own game.",Fresh,False,7.168,202.0
453,457,"Fugitive, The (1993)",Action|Thriller,False,/7WVRxZ7KZmzoHnUkAjnEFT4o6Dw.jpg,"{'id': 721111, 'name': 'Marshal Samuel Gerard Collection', 'poster_path': '/x3JFeOU5DwpRKpwkYpH1oL3QN8I.jpg', 'backdrop_path': '/e2e08PJii5xXSnSwsHDSkDhSP4Q.jpg'}",44000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,5503.0,tt0106977,['US'],en,The Fugitive,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",33.157,/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-08-06,183875799.0,131.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,The Fugitive,False,7.5,4196.0
454,458,Geronimo: An American Legend (1993),Drama|Western,False,/6YSj3paJAn3p6F6cyfSdgLncFTQ.jpg,,35000000.0,"[{'id': 37, 'name': 'Western'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}]",,35588.0,tt0107004,['US'],en,Geronimo: An American Legend,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",14.957,/oW4IM0G5fCR68YalmemTGbPK15F.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-12-10,18635620.0,115.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A Warrior. A Leader. A Legend.,Geronimo: An American Legend,False,6.3,249.0
455,459,"Getaway, The (1994)",Action,False,/adOPx66Pr2PAH0dUb1xUnMyNntl.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,2087.0,tt0109890,['US'],en,The Getaway,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.",31.27,/4tWvZ4BQu3ICmtUL8lXHa9OgkoF.jpg,"[{'id': 1644, 'logo_path': '/l5JFudbLN3vr1sSkjRoqF7To8Ky.png', 'name': 'Largo Entertainment', 'origin_country': 'US'}, {'id': 662, 'logo_path': None, 'name': 'The Turman-Foster Company', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 182, 'logo_path': '/1BPbXmwi1DZS1Qp0koK7AuponY6.png', 'name': 'JVC', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-02-11,30057974.0,115.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A dangerous deal. A double cross. And the ultimate set up is yet to come.,The Getaway,False,5.7,329.0
456,460,Getting Even with Dad (1994),Comedy,False,/570uxNdyVeeeEQ8Hi8R0tFJPomJ.jpg,,30000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",,41579.0,tt0109891,['US'],en,Getting Even with Dad,"Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins.",12.1,/yZLcdtT8UVlj6j3H8Rl51PxIdza.jpg,"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-17,0.0,109.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"..He's not getting mad, he's Getting Even With Dad.",Getting Even with Dad,False,5.2,194.0
457,461,Go Fish (1994),Drama|Romance,False,/3t5ZtUhv7QECBQeMlUIRPEcLSjS.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,18620.0,tt0109913,['US'],en,Go Fish,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",6.91,/4hczdEX2RmQTOmiIKygoOYCy0bI.jpg,"[{'id': 89521, 'logo_path': None, 'name': 'Can I Watch', 'origin_country': ''}, {'id': 89522, 'logo_path': None, 'name': 'Islet', 'origin_country': ''}, {'id': 89523, 'logo_path': None, 'name': 'KPVI', 'origin_country': ''}, {'id': 1422, 'logo_path': '/rIB6DuimR1qgLE14cBwpMABC2xx.png', 'name': 'Killer Films', 'origin_country': 'US'}, {'id': 798, 'logo_path': '/nQgX1MOLySgug7FDONdIkht3xob.png', 'name': 'Samuel Goldwyn Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-02-01,0.0,83.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The girl is out there,Go Fish,False,4.6,28.0
458,462,"Good Man in Africa, A (1994)",Action|Adventure,False,/tElnLSJ7XH3KXFxJOTmw3MtAyV7.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,41006.0,tt0109920,['US'],en,A Good Man in Africa,"Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.",5.821,/4BBZLZVEANsnCVqIF9fgf0bshQD.jpg,"[{'id': 37, 'logo_path': '/wniaiKc5UCnC8qZcNKZNYwdKnUv.png', 'name': 'Gramercy Pictures', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-14,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,A Good Man in Africa,False,5.2,35.0
459,463,Guilty as Sin (1993),Crime|Drama|Thriller,False,/m4nj31M92zxZJxtjjOyZIYenTzQ.jpg,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,4916.0,tt0107057,['US'],en,Guilty as Sin,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",21.378,/a5b53cYM23bUA7OyoNyDtIJ38kc.jpg,"[{'id': 915, 'logo_path': '/4neXXpjSJDZPBGBnfWtqysB5htV.png', 'name': 'Hollywood Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-06-04,22886222.0,107.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"She's finally met her match. He's handsome, wealthy, seductive. A Real Lady Killer!",Guilty as Sin,False,5.7,133.0
460,464,Hard Target (1993),Action|Adventure|Crime|Thriller,False,/4IRHnS9Ljvb4tGI2SGaSiQikcaE.jpg,"{'id': 412680, 'name': 'Hard Target Collection', 'poster_path': '/g7Bc4ik16xOBz21BQOcsxrBL8BO.jpg', 'backdrop_path': '/wcBIwQY888HX1QWpnv43lAujoId.jpg'}",18000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,2019.0,tt0107076,['US'],en,Hard Target,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",63.084,/kufvuQYWdl82sYzmhy2naBLyMui.jpg,"[{'id': 11462, 'logo_path': '/7ZymELJwuWR4k5p0oeZ3d3WAhO3.png', 'name': 'Alphaville Films', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 467, 'logo_path': None, 'name': 'Renaissance Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-04-27,74189677.0,97.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Don't hunt what you can't kill.,Hard Target,False,6.4,1182.0
461,465,Heaven & Earth (1993),Action|Drama|War,False,/xiTSztAxZIvdPNF68Rlb1x7F9cu.jpg,"{'id': 41658, 'name': 'Fantozzi Collection', 'poster_path': '/1AHSgjgkkTgT05Rga3adN0e3Pi3.jpg', 'backdrop_path': '/gFgwhiOSOQ13koEEPOyW375Odci.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",,41665.0,tt0106867,['IT'],it,Fantozzi in paradiso,"One by one, with a sweet but inexorable rate, Ugo's colleagues, go to a better life. When Ugo is attending at one of the innumerable funerals, he and the priest remain involved in an accident. The doctor says that Ugo as only one week left to live",8.809,/mcwJGvwToICufgjjXAGcVwmYVtd.jpg,"[{'id': 6651, 'logo_path': None, 'name': 'Penta Film', 'origin_country': 'IT'}, {'id': 371, 'logo_path': '/caz3eGyRd4OW7oR31Aij5ZwjOXD.png', 'name': 'Cecchi Gori Group Tiger Cinematografica', 'origin_country': 'IT'}, {'id': 5849, 'logo_path': None, 'name': 'Maura International Films', 'origin_country': 'IT'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1993-12-21,0.0,93.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Fantozzi in Heaven,False,5.8,362.0
462,466,Hot Shots! Part Deux (1993),Action|Comedy|War,False,/lKoEEg7Nf1FUPSzRR0oMtPIqiyX.jpg,"{'id': 52988, 'name': 'Hot Shots! Collection', 'poster_path': '/xNSxTrfor6aDJ142L1h5E5QyKpy.jpg', 'backdrop_path': '/4RriqSJFCQkYpRhxFnQGh3sxZYY.jpg'}",25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",,9255.0,tt0107144,['US'],en,Hot Shots! Part Deux,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",25.076,/zh9EGK970GHo10ETclWBOjZVUOK.jpg,"[{'id': 11751, 'logo_path': None, 'name': 'Sidley Wright & Associates', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-05-21,133752825.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Just deux it.,Hot Shots! Part Deux,False,6.5,1816.0
463,467,Live Nude Girls (1995),Comedy,False,/zT9RL7opJmyCwBNxZg512Iczc2M.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,26271.0,tt0113674,['US'],en,Live Nude Girls,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",7.003,/vg9piYFtCTHep2V5EmLjwsYMzn2.jpg,"[{'id': 272, 'logo_path': '/5dWI6BucpMxcUdwhp2YfyGtqUPB.png', 'name': 'Spelling Entertainment', 'origin_country': 'US'}, {'id': 1930, 'logo_path': None, 'name': 'IRS Media', 'origin_country': ''}, {'id': 10348, 'logo_path': None, 'name': 'Republic Pictures (II)', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-08,0.0,95.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Sex, Lies and Fantasies... Unrated!",Live Nude Girls,False,4.5,31.0
464,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,False,/wY1Rn2DnmDt7QKnGSH5be3JM7u7.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,10612.0,tt0112966,['GB'],en,The Englishman Who Went Up a Hill But Came Down a Mountain,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation.",29.112,/dnatrgiXFf6BLfb2IKHVmg9tCi7.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 983, 'logo_path': None, 'name': 'Parallax Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-05-12,0.0,91.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Welsh', 'iso_639_1': 'cy', 'name': 'Cymraeg'}, {'english_name': 'Tibetan', 'iso_639_1': 'bo', 'name': ''}]",Released,"A romantic comedy about a man, a woman, and the mountain that brought them together",The Englishman Who Went Up a Hill But Came Down a Mountain,False,6.3,295.0
465,469,"House of the Spirits, The (1993)",Drama|Romance,False,/im6mZxeUMq71cBqqQmzLGDVdIXd.jpg,,25000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,2259.0,tt0107151,"['DK', 'DE', 'US']",en,The House of the Spirits,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",26.877,/q0YyNTvooXI9ZF71dAYKcRwqlGn.jpg,"[{'id': 10598, 'logo_path': None, 'name': 'Costa do Castelo Filmes', 'origin_country': 'PT'}, {'id': 33027, 'logo_path': None, 'name': 'House of Spirits Film', 'origin_country': 'DK'}, {'id': 47, 'logo_path': '/i7Z9ot2o3N5Sa3HrF09kniFs2y8.png', 'name': 'Constantin Film', 'origin_country': 'DE'}, {'id': 705, 'logo_path': None, 'name': 'Spring Creek Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}]",1993-10-21,6265311.0,140.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The House of the Spirits,False,6.9,678.0
466,470,House Party 3 (1994),Comedy,False,/5UjsS8YeJEe6EXXlUc1uHCmTkZy.jpg,"{'id': 159600, 'name': 'House Party Collection', 'poster_path': '/weRLgwIofrSyxorooPNtrpPpQb3.jpg', 'backdrop_path': '/oOqooJMnjKcpB2iyrAIxkBMAie1.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",,16097.0,tt0110064,['US'],en,House Party 3,"Hip Hop duo Kid & Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",7.29,/jLUgvHO3vVLkzKs3OcYksGPbLnA.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-01-11,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,This bachelor party's gonna' bring down the house!,House Party 3,False,5.1,49.0
